All,Alle
"%1 is not a correct comparison method.","%1 is niet een juiste vergelijkingsmethode."
"No Backorders","Geen backorders"
"Allow Qty Below 0","Aantal onder 0 toestaan"
"Allow Qty Below 0 and Notify Customer","Aantal onder 0 toestaan en klant inlichten"
"Unable to remove Stock with id ""%1""","Kan Stock niet verwijderen met id ""%1"""
"Unable to remove Stock Status for product %1","Kan Stock Status niet verwijderen voor product %1"
"Not all of your products are available in the requested quantity.","Niet al uw producten zijn beschikbaar in het gevraagde aantal."
"The fewest you may purchase is %1.","Het minimale dat u kunt bestellen is %1."
"Please correct the quantity for some products.","Corrigeer het aantal voor sommige producten."
"The most you may purchase is %1.","Het meeste dat u kunt kopen is %1."
"We don't have as many ""%1"" as you requested, but we'll back order the remaining %2.","We hebben niet zo veel van ""%1"" zoals u gevraagd heeft, maar we zullen de resterende %2 naleveren."
"We don't have ""%1"" in the requested quantity, so we'll back order the remaining %2.","We hebben niet zo veel van ""%1"" zoals u gevraagd heeft, maar we zullen de resterende %2 naleveren."
"You can buy %1 only in quantities of %2 at a time.","U kunt %1 alleen in hoeveelheden van %2 kopen in één keer."
"You can buy this product only in quantities of %1 at a time.","U kunt dit product enkel in veelvouden van %1 kopen."
"Stock Status",Voorraadstatus
"%1 is available to buy in increments of %2","%1 is te bestellen in veelvoud van %2"
"Only %1 left","Nog %1 beschikbaar"
"Product availability",Productbeschikbaarheid
"Inventory Section",Voorraadsectie
"Stock Options",Voorraadopties
"Decrease Stock When Order is Placed","Verminder voorraad wanneer bestelling is geplaatst"
"Set Items' Status to be In Stock When Order is Cancelled","Status wijzigen naar 'Op Voorraad' bij annuleren van order."
"Display Out of Stock Products","Toon niet op voorraad producten"
"Products will still be shown by direct product URLs.","Producten zullen worden getoond bij een directe product-URL"
"Only X left Threshold","Maar X op voorraad"
"Display Products Availability in Stock on Storefront","Geef beschikbare voorraad van product weer op website"
"Product Stock Options","Instellingen productvoorraad"
"Please note that these settings apply to individual items in the cart, not to the entire cart.","Hou er rekening mee dat deze instellingen alleen gelden voor afzonderlijke producten in de winkelwagen, niet de hele winkelwagen."
"Automatically Return Credit Memo Item to Stock","Voeg product toe aan voorraad indien er een creditfactuur is opgesteld"
Stock,Voorraad
"Index stock","Voorraad index"
"New Permission","Nieuwe Bevoegdheid"
"You already have a permission with this scope.","U heeft al bevoegdheid binnen dit bereik."
(Allow),(toestaan)
(Deny),(weiger)
"Category Permissions","Categorie Bevoegdheden"
"Browsing Category","Categorie doorbladeren"
"Display Product Prices","Geef productprijzen weer"
"No, Redirect to Landing Page","Nee, stuur door naar landingspagina"
"Permission with the same scope","Permissie met dezelfde scope"
"You may need more permissions to access this category.","U heeft mogelijk meer bevoegdheden nodig voor toegang tot deze categorie."
"You may need more permissions to access this product.","U heeft mogelijk meer bevoegdheden nodig voor toegang tot dit product."
"You cannot add ""%1"" to the cart.","U kunt ""%1"" niet toevoegen aan de winkelwagen."
"Permissions do not depend on store views.","Bevoegdheden hangen niet af van winkelaanzichten."
"All Customer Groups","Alle klantengroepen"
Allow,Toestaan
Deny,Weigeren
"Use parent","Gebruik ouder"
"Category Permissions Section","Toestemmingen categorie"
"Landing Page","Landings Pagina"
"Allow Adding to Cart","Toestaan om aan winkelwagen toe te voegen"
"Disallow Catalog Search By","Weiger doorzoeken van catalogus op"
"Catalog Category Permissions","Catalogus Categorie Bevoegdheden"
"Indexed permissions for categories","Geïndexeerde bevoegdheden voor categorieën"
"Catalog Product Permissions","Catalogus Product Bevoegdheden"
"Indexed permissions for products","Geïndexeerde bevoegdheden voor producten"
"Delete Rule","Regel verwijderen"
"Save and Apply","Opslaan en toepassen"
"Catalog Price Rule","Catalogus Prijsregel"
"Add New Rule","Voeg nieuwe regel toe"
"Apply Rules","Regels toepassen"
Conditions,Voorwaarden
"Conditions (don't add conditions if rule is applied to all products)","Voorwaarden (voeg geen voorwaarden toe als de regel toegewezen is aan alle producten)"
Promotions,Promoties
"We found updated rules that are not applied. Please click ""Apply Rules"" to update your catalog.","We vonden bijgewerkte regels die niet zijn toegepast. Klik op ""Pas regels toe"" om de catalogus bij te werken."
"We can't apply the rules.","We kunnen niet de regels toepassen."
"You deleted the rule.","U heeft de regel verwijderd."
"We can't delete this rule right now. Please review the log and try again.","Wij kunnen de regel niet verwijderen. Controleer het logboek en probeer het opnieuw."
"We can't find a rule to delete.","We kunnen geen regel om te verwijderen vinden."
"New Catalog Price Rule","Nieuwe catalogus prijs regel"
"Edit Rule","Bewerk regel"
"New Rule","Nieuwe regel"
"You saved the rule.","U heeft de regel opgeslagen."
"Something went wrong while saving the rule data. Please review the error log.","Er ging iets mis bij het opslaan van de gegevens van de regel. Controleer het error logboek."
Promo,Promotie
"Catalog rule indexing failed. See details in exception log.","Indexeren van de Catalogus Prijsregels is mislukt. Zie details in de exception-log."
"Percentage discount should be between 0 and 100.","Kortingspercentage moet een waarde tussen de 0 en 100 zijn."
"Discount value should be 0 or greater.","Kortingswaarde moet groter of gelijk zijn aan 0."
"Unknown action.","Onbekende actie."
"Update the Product","Het product bijwerken"
"Rule price",Regelprijs
"To Fixed Value","Tot vast bedrag"
"To Percentage","Naar percentage"
"By Fixed value","Met vast bedrag"
"By Percentage","Met percentage"
"Update product's %1 %2: %3","Bijwerken product %1 %2: %3"
"Apply as percentage of original","Toepassen als percentage van origineel"
"Apply as fixed amount","Toepassen als vast bedrag"
"Adjust final price to this percentage","Pas de uiteindelijke prijs aan van dit percentage"
"Adjust final price to discount value","Aanpassen van de definitieve prijs naar kortingswaarde"
"Conditions Combination",Voorwaardencombinatie
"Product Attribute",Product-attribuut
"Updated rules applied.","Bijgewerkte regels toegepast."
"You disabled %1 Catalog Price Rules based on ""%2"" attribute.","%1 catalogus prijsregel is uitgeschakeld op basis van attribuut ""%2""."
"Catalog Rule Product",Catalogusproductregel
"Indexed rule/product association","Geïndexeerde artikel/product vereniging"
"Catalog Product Rule","Catalogus productregel"
"Indexed product/rule association","Productregelkoppelingen index"
Inactive,Inactief
"Rule Information","Regel Informatie"
"Rule Name","Regel Naam"
Priority,Prioriteit
"Discard subsequent rules","Volgende regels negeren"
"Smth went to exception","Er ging iets naar de uitzondering"
"Scheduled Changes","Geplande wijzigingen"
"Update Information","Informatie bijwerken"
"Remove Catalog Price Rule from Update","Verwijder Catalogus Prijs Regels uit Update"
"Schedule Update","Plan Update"
"Update Name","Update naam"
"Save as a New Update","Opslaan als nieuwe update"
"Move to Another Update","Verplaatsen naar een andere Update"
"Delete the Update","Verwijder de Update"
"The catalog price rule will be removed from the update and all scheduled changes will be lost.","De catalogus prijsregel zal worden verwijderd uit de update en alle geplande wijzigingen zullen verloren gaan."
"End Time",Eindtijd
"Catalog Price Rules","Catalogusprijs Regels"
"Remove Catalog Price Rule from Campaign","Verwijder Catalogus Prijs Regel uit Campagne"
Home,Thuis
"Catalog Advanced Search","Catalogus geavanceerd zoeken"
"Advanced Search Results","Geavanceerde zoekresultaten"
"Search Weight",Zoekgewicht
Relevance,Relevantie
"Search results for: '%1'","Zoekresultaten voor: ‘%1’"
"Minimum Search query length is %1","Minimale lengte zoekopdracht is %1"
"%1 and greater","%1 en groter"
"up to %1","tot %1"
"Search Settings",Zoekinstellingen
"Please enter a valid price range.","Voer een geldig prijsbereik in."
"Advanced Search","Geavanceerd zoeken"
"<strong>%1 item</strong> were found using the following search criteria","<strong>%1 artikel(en)</strong> gevonden met de volgende zoekopdracht"
"<strong>%1 items</strong> were found using the following search criteria","<strong>%1 product(en)</strong> gevonden met de volgende zoekopdracht"
"We can't find any items matching these search criteria.","We hebben geen producten gevonden, die aan deze zoekcriteria voldoen."
"Modify your search.","Pas uw zoekopdracht aan."
"Don't see what you're looking for?","Niet gevonden wat u zocht?"
"Your search returned no results.","Uw zoekopdracht heeft geen resultaten opgeleverd."
"Catalog Search","Catalogus doorzoeken"
"Popular Search Terms","Populaire zoekwoorden"
"Minimal Query Length","Minimale lengte zoekopdracht"
"Maximum Query Length","Maximale lengte zoekopdracht"
"Rebuild Catalog product fulltext search index","Product 'fulltext' zoekindex"
"The requested price is not found.","De gevraagde prijs is niet gevonden."
"Update %1 from %2 to %3.","Update %1 van %2 naar %3."
View/Edit,Bekijken/bewerken
Preview,Voorbeeld
"Set Product as New","Markeer het product als nieuw"
"Store View:",Winkelaanzicht:
"Sort Products By","Sorteer producten op"
"Default Product Sorting","Standaard product sortering"
"Use Parent Category Settings","Bovenliggende categorie instellingen gebruiken"
"New Theme","Nieuw thema"
"The category will be removed from the update and all scheduled changes will be lost.","De categorie zal worden verwijderd uit de update en alle geplande wijzigingen zullen verloren gaan."
"Remove Product from Update","Verwijder product van update"
"The product will be removed from the update and all scheduled changes will be lost.","Het product zal worden verwijderd uit de update en alle geplande wijzigingen zullen verloren gaan."
"Currently Active","Momenteel actief"
Path,Pad:
"Create Permanent Redirect for old URL","Maak een permanente doorverwijzing voor de oude URL"
"Invalid URL key","Ongeldige URL"
"Category URL Suffix","Categorie URL achtervoegsel"
"You need to refresh the cache.","U moet de cache vernieuwen."
"Product URL Suffix","Product URL achtervoegsel"
"Use Categories Path for Product URLs","Categorieënpad voor product-URL’s gebruiken"
"Create Permanent Redirect for URLs if URL Key Changed","Maak een permanente URL-verwijzing aan voor URLs als de URL-key veranderd"
"Please choose a condition to add.","Kies een voorwaarde om toe te voegen."
"Catalog Products List","Catalogus Producten lijst"
"List of Products","Lijst van producten"
Template,Sjabloon
"Products Grid Template","Producten raster sjabloon"
"Invalid method: %1","Ongeldige methode: %1"
"My Cart (1 item)","Winkelwagen (1 product)"
"My Cart (%1 items)","Winkelwagen (%1 producten)"
"My Cart",Winkelwagen
"For delivery questions.","Voor vragen over de aflevering."
"Customer is already registered","Klant is al geregistreerd"
"Your session has expired","Uw sessie is verlopen"
"A letter with further instructions will be sent to your email.","Een bericht met verdere instructies zal worden verzonden naar uw e-mailadres."
"We cannot configure the product.","We kunnen het product niet configureren."
"You used coupon code ""%1"".","U heeft kortingscode ""%1"" gebruikt."
"You canceled the coupon code.","U heeft de kortingscode geannuleerd."
"We cannot apply the coupon code.","Kortingscode kan niet worden toegepast."
"We can't remove the item.","Het product kan niet verwijderd worden."
"%1 was updated in your shopping cart.","%1 is bijgewerkt in uw winkelwagen."
"We can't update the item right now.","Het product kon niet worden bijgewerkt."
"Something went wrong while saving the page. Please refresh the page and try again.","Er ging iets mis tijdens het opslaan van de pagina. Ververs de pagina en probeer het opnieuw."
"We can't update the shopping cart.","We kunnen uw winkelwagen niet bijwerken."
"One-page checkout is turned off.","One-page checkout is uitgeschakeld."
"Guest checkout is disabled.","Gast-kassa is uitgeschakeld."
Checkout,Afrekenen
"Page not found.","Pagina niet gevonden."
"Something went wrong while processing your order. Please try again later.","Er ging iets mis tijdens het verwerken van uw bestelling. Probeer het later nog eens."
"%1 doesn't extend \Magento\Checkout\CustomerData\ItemInterface","%1 breidt \Magento\Checkout\CustomerData\ItemInterface niet uit"
